,overall,reviewerID,asin,reviewText,summary,vote,newReviewTime
473,5,A32EE273BL0NLH,B00669GBN4,"I felt very lucky to get this book free from Amazon and I have enjoyed every bit of it. I read some of the novels that I grew up with and got a treat to read some that I had never heard of and they are all wonderful. If you are easily offended by old southern racial references then maybe some of his work is not for you but I felt that he did not look down on African Americans because he put the runaway slave Jim on equal footing with Tom and Huck and he wrote from his time in history and it was the norm, the way people of different races interacted at that time. Mark Twain's novels are full of humor and irony, and some very deep insight into the workings of the human spirit and mind. I highly recommend his work to anyone who wishes to enjoy novels from such a changing time and who can appreciate the differences in people but when it all came down to it everybody was the same in the end, according to Mark Twain.",Mark Twain,14,2016-12-02
474,1,A2TL4ZEH1L5KAM,B00669GBN4,Very disappointing.,One Star,2,2016-07-26
475,1,A90CPL612GSJB,B00669GBN4,"I understand that this book was ""transcribed"" to be able to be read in a kindle format, but you should really get people who have a basic understanding of formatting on a computer and you HAVE TO proofread them after they are done. This book was an insult to the original novel, which is saying something considering it was written by a man who was known for being a staunch believer in the theory that not all races were equal. (Surprisingly, he didn't mind Black people, but he was a strong believer that all Native Americans could be categorized as ignorant savages who should all be rounded up and killed.) He also was one of those people who believed that women were not equal to men in most forms.
But all of that pales in comparison to the horrifying state of most, if not all of the chapters. I would be ashamed to produce a book as badly copied as this one.","Whoever proofread this, if anyone did, should be sent back to middle school.",6,2016-03-25
476,1,A183DRUR0UACQ4,B0066HBLUO,"A DNF for me. I didn't really feel anything and once I got to the part where our female protagonist gets arrested, I immediately deleted this. First off, I don't care how small the town, no cop is gonna arrest anyone for looking like a hooker. She was speeding. End of story. Unless a cop catches you soliciting, he CANNOT arrest you for dressing skimpily. You can run around in a bikini if you want. Unless he has probable cause, a cop can't do a search, and unless he has actual evidence he can't arrest you. It doesn't matter if she forgot her ID or not. I did once when I got pulled over.",no cop is gonna arrest anyone for looking like a hooker,3,2016-08-29
477,2,A2C7W167DVNUKH,B0067LH1QC,"I usually love the men in this series but Mace will not be a favorite. His character felt forced, the writing often uncohesive on his motivation. He breaks up with her telling her she was too needy, but then tells her he felt like a satellite because she did not tell him she loved him.
His actions are not hot or fun. The best part of the book was the epilogue at the end. We get a time jump!",It finally happened,3,2016-06-14
478,3,A1C3W49V0TKU35,B0067LH1QC,"Make up your mind Stella Gunn. Do you want him or not? Whatever, stop whining about it. I think I read in another  review that Stella was not a favorite Rock Chick. She is my least favorite out of Indy, Jet, Ava, and Sadie. I haven't read about Jules, Ally, or Sadie. They're all hard headed and resist their ""hot guy"" , but it bothered me to know that Stella knew nothing about Mason except what  was on the outside and in her bed. Floyd, her band mate, noticed more about him than she did. I usually devour these books in a day or two; this one took a week to finish because of Stella. I did like her much better in the last 20- 30 percent of the book. Mason was great. He admitted that he messed up. Obviously, he wondered if he was important enough for Stella to miss when he wasn't around. I guess not.
I'd like to know more about Jane, the storyteller and  bookstore associate. Someone wonderful should notice her and bring her into the inner circle of the Rock Chicks.",Make up your mind,2,2016-05-14
479,1,A3G1BZ4WIYRGWL,B0067QV140,"All of the LOA  books say you can have whatever you want but then when it comes to money they say no one's going to magically drop $ in your lap. You have to change how you think , go the extra mile, be more creative, try harder in your job.  You have to offer a service. Well what about those who are retired or can't work ? How does the law of attraction work for them?",Short sighted,2,2018-03-08
480,5,A25SV8MBDFGMB8,B0067QV140,"Really was not sure what to expect, New author for me. I found it challenging and life transforming. Looking for something to open your minds eye....This Is It.",Mind opening and expansion with detail.,4,2016-09-27
481,2,A12IRC7C82QVCR,B0067ZJVK2,"Sorry, but it really irritates me when I pay for a book that turns out to be a very short story and it doesn't tell me that before I pay for it. It wasn't a good story. It wasn't an interesting story. It was just a story. But mostly, it was a very very short story and I paid for as if it were a regular book. IRRITATING!",Waste of time,2,2017-02-16
482,5,A1JTDJSP8SZ6D4,B0067ZJVK2,"I have been a John Grisham fan since reading The Firm -- and have most all of his books.  He is a master at letting you sit in on someone else's life.  He gives you just enough information to make you keep wondering what will come next.  In this short story, at first you're not really sure why Raymond's family is fetching him.  But then it becomes painfully obvious.  Grisham writes so well, you feel like you are riding along in the van with the family.  You can feel the heat, see the mother and sons as well as smell the cigarette smoke.  It's a short read, but one that makes you think what it must be like to take that drive...and hope you never have to know.",A family trip,9,2016-08-10
483,5,A4UU9AWZ2Q1TL,B0068PHWAC,Saw the original movie and the remakes and wanted to read the original story from which they came -- excellent classic science fiction story!,Classic Sci Fi,2,2017-05-10
484,1,A1V7FBIDP9W8M3,B0069FJE4S,"After the first few chapters, I could no longer read this. A story is supposed to grip you and keep you interested. Instead, I kept asking simple questions; and all within the first chapter. The lead character is being followed by a dog, a fog comes in to protect her from the dog. Why would she stand on her doorstep to see through the fog to see what the dog was doing instead of going inside? Once she fell and hit her head, how was her disappearance explained to her family? If she didn't believe in paranormal, and really didn't have a reason to, how is it that it took nothing to change her belief? And....if you've lived your entire life as unremarkable, why would you feel that you had special powers based solely on the word of complete strangers? This book reads like a 5 year old wrote it by copying the writings of a 3 year old.",The story was sloppy!,4,2017-01-08
485,4,A2OHRT539LLCUN,B006A9XGUG,"Ace secret agent Johnny Fedora has an assignment that he would really pass on. He must track down a former Nazi whose identity he has no idea of, find a cache of stolen diamonds that might not even exist, and to do both, he must climb a treacherous mountain, and he hates mountains. When he witnesses a murder on the train ride to Vienna, Austria, he is sucked into a whirlwind of death, danger, and daring. He and the beautiful Marie Andre, posing as his fiance, go to a tiny Austrian village very near the border of the Russian zone, where he finds a group of former Nazis living in the open, almost taunting him with their presence.
Dead Man Falling by Desmond Cory, is non-stop action a la James Bond, only, it takes place in the period immediately following World War 2, so there are no laser weapons or sleek cars, just good old fashioned guts and glory spying from the old school.
Cory paints a colorful picture of postwar Austria. He takes some liberties with history, for example, positing that Eva Braun bore Hitler a child, survived the Berlin bunker, and ended up in Austria with Hitlers teenage son. Youll be so caught up in the story, though, trying to identify the bad guys, you're likely, as I did, to forgive this bit of artistic license. Besides, he tied it up neatly, so history is safe. The same cant be said for the villains, though. Johnny Fedora makes 007 look like a wimp.
Oh, and after reading this, Ive taken mountain climbing off my bucket list.",Johnny Fedora makes Agent 007 look like a wimp,2,2016-10-02
486,2,A3IQ0P3M39IY8U,B006AT9W3Q,"Sorry, but I just couldn't get into this story. I know I'm a minority here, but I know nothing about photogrphy, sailing, or vineyards for that matter. So the first 4 chapters that was filled with all of this babbling on about the technicality on these subjects, was pretty much a bunch of drivel to me. I finally had to give up a little less than the 50% mark. I was just too bored to go on.","Sorry, but not my thing.",2,2018-06-01
487,5,A2UNMDJYXPEQZ3,B006AT9W3Q,"A standalone read with a HEA.  I don't usually read books by male authors.  For some reason I decided to take a chance on this one and I am so GLAD I did.  I really loved it.  It is a book about sailboats and sailing as well as wine tasting and the growing of the grapes.  I don't know a lot about either so at times I was a little lost.  But the love story is great.  The hero is a professional photographer that has been very successful but is sort of tired of his life.  Since he was a child he has dreamed of sailing across the ocean.  As an adult he plans to do just that.  He is living in Washington state, has bought an old sailboat and is making her seaworthy.  He has not had a lot of luck with the ladies.  At least, not with a lasting relationship.  He gets plenty of action but it has never been anything that he has wanted long term.

The heroine has just lost her father.  It was just the two of them and they were very close.  He left her with a calendar and instructions to visit a new lighthouse, pictured in the calendar, each month.  On the first of each month she is to read a letter that he has left her.  She starts out on her journey to the first lighthouse on Puget Sound.  It is 1 January, cold and blistering cold.  As she is reading her first letter she spots a sailboat off in the distance.  The weather and sea is not even close to being safe for someone to be sailing.  But right before her eyes is this beautiful sailboat riding the waves.

This is the story of two people coming together first as total enemies that just rub each other the wrong way and can hardly stand to be in the same room together.  A lot of misconceptions are formed to make them think wrong thoughts about the other.  The story is really, really good.  At first I was a little lost but as the story starts to move along I got so caught up in it that I could not put it down.  There were a few times when I was really sad for her and her father, times when you laugh out loud at some of the hero's  blundering ways.  You love his little sea going cat!  Great side characters that will probably get their own books.  Descriptions of the Puget Sound and the lessons of the lighthouses are very good touches.  It is an all around good read, very entertaining and I definitely would recommend it.  I loved it.

I was not paid for this review.  I am not a writer nor do I know one.  I am not kin to this author.  I am a reader and this is my opinion, nothing more, nothing less.  5/31/18","great read, great love story...",5,2018-05-31
488,5,A3ETMXC5X45M0Q,B006AT9W3Q,"I downloaded this some months back because of the setting, Puget Sound, and the lighthouses. I just opened it last night. This is a great little romance. Think Youve got Mail and Sleepless in Seattle.

Each chapter begins with the name, location, and history of a Puget Sound lighthouse. POV switches back and forth between Russell and Cassidy.  Its got a good cast of supporting characters. Some of them will have stories of their own.

The wines, the locale, the sailing, and the lighthouses are all written about with accuracy and familiarity.

While the characters have their struggles, humor is present throughout. e.g. Every guy here wanted to whistle at the girl but was too inhibited. So I did it for them. Its just the kinda helpful person I am .","Puget Sound, lighthouses, and romance",10,2018-03-30
489,5,A2XXXWU3YAPXTW,B006AT9W3Q,"Maybe it's because the author took me back to Puget Sound, or wove such a finely crafted love story, but my heart is full while tears fall... what more as a reader can we ask for.","OMG so beautiful, vibrant, wonderful",3,2018-03-22
490,5,A29DHL122HO5UZ,B006AT9W3Q,"I am not quite finished with this book. It was well written. I liked the characters Cassidy, her friends Jo and Perrin. The love interest, Russell, could have been a stronger. For a 30ish man, we was a little wishy-washy. All signs were for a HEA, though. Great read!",5 Stars!,2,2017-08-04
491,5,A1P5JQCXJ4VODU,B006CRHK62,"An enjoyable read that will keep you entertained as you turn/swipe each pages! Lucy V. Morgan knows how to get your attention focused on reading this laugh-out-loud story about friendship, forgetting about your ex and finding the love of your life just in front of you. And with scorching hot scene between Linc & Bailey you'll love this book even more!! If you want a quick read, this book is for you!",Funny Story about Love & Friendship!!! Loved it!!!,2,2016-03-15
492,5,A1ZZBH3KS9GHTA,B006E8ZY62,"There's a new boy, at least to me, working in the genre of Crime Fiction, Pickup-Truck Division. Bud Blair is an ageing, recovering-alcoholic sheriff in the high desert country of Oregon. He reminds me strongly of Bill Gastner, the ex-sheriff in Steven Havill's Posadas County series, set in the equally remote desert of border New Mexico. This was his first outing, though more are now on the shelves. What impressed me most was the way Mr. Collins kept all his large cast of characters distinct, a frequent problem in police procedurals. I was rarely confused as I read along; Mr. Collins clearly knows his narrative onions. Further, the story includes some refreshing situations, such as when Bud is injured in a gun battle, not because he is shot but because his horse is. It falls on him and breaks his ankle, not exactly a Hollywood convention. A satisfying little wrinkle in what looks like a promising series. Five stars.","Well, Hooray!",3,2017-02-09
493,5,A2OHRT539LLCUN,B006E8ZY62,"Sheriff Henry Bud Blair has a cushy job; high-sheriff in a small town in Oregons high desert, his main task is to chase down cattle rustlers and deal with domestic disputes. When a local rancher is found dead near his barn, its treated as an accident, but when Bud examines the scene, and later sees the autopsy report, he knows it was no accident. Then another local, a man with a known hot temper, is arrested and confesses to the crime, Bud is suspicious. Hes certain that someone other than his prisoner is the actual murderer.
Spider Silk by Rod Collins is a neatly-done police procedural, with evocative descriptions of the lush countryside, and in-depth portrayals of the characters. The author keeps you in suspense as Bud and his department track down clue after clue until they get to the truth. A modern-day Western/Mystery that ranks among the very best Ive read in a long time.",Murder in a small town,3,2017-01-12
494,5,A1HADMS0O2Q4F5,B006E8ZY62,"This book will hold your interest all the way through. A sheriff named Bud Blair works hard,at solving some strange crimes in what appears to be a quiet, laid back town in a beautiful area of Oregan. The crimes include embezzlement, murder, and cattle rustling. A sweet romance is going on behind the scenes. The characters are well developed and the book is well written. Worth reading.",Spider Silk by Rod Collins,2,2016-12-02
495,5,A26CNYHTL63CQ7,B006E8ZY62,"Spider Silk is an intriguing police procedural story set in a sparsely populated high-desert county in Oregon. Despite the bucolic setting, Sheriff Bud Blair has his hands full with murder, spousal abuse, cattle rustling, grand theft auto, embezzlement, street racing, trespass, poaching, public intoxication, indecent exposure, land swindle and a bit of political infighting.

The setting is richly detailed. The author paints a vivid picture of life in Lake County, from the flora and fauna, to the weather conditions to the city of Lakeview, as well as a realistic description of the interactions of various law enforcement agencies, including Sheriffs Department, City Police, Oregon State Police, FBI, U.S. Forest Service, Oregon Department of Forestry and others. The police procedures display the authenticity that can only be achieved by someone who has lived the life. The characters are richly drawn, with detailed backgrounds, believable conflicts and multifaceted interrelationships.

Despite the detail, the story is a quick and enjoyable read. The protagonist is genuinely likeable, while the villains are satisfyingly contemptible.",An intriguing police procedural set in desert high country,3,2016-11-28
496,4,A2MW90E9FGY25B,B006E8ZY62,"A very well written story.  The characters are well developed and easy to relate with. The story is set in a beautiful area of America. An area I would love to visit someday.  A mystery with many twists and turns, it kept me wondering until the end. I would recommend it to all lovers of a good mystery and beautiful locations. There is also good clean romance and humor.  Enjoy.",Spider Silk,2,2016-11-26
497,5,A2UH7EMPH4GK2L,B006F6P1MK,"Bill Travis, just an ordinary accountant, visits Norman Howell, a young man on death row, to settle a trust account before his execution. Just another day in the life for Bill. That is, until Norman drops a bombshell. Norman tells Bill something which implicates the governor. Could it be true? The events definitely happened. Bill remembers them well. But was the governor involved? Bill is dragged into a mystery beyond his wildest dreams. His searching pulls him in so many ways that Bill isn't sure who is who anymore.

I began reading this novel, but when the plot turned away from Norman, I became a bit bored and set it aside. A few days later I decided to give the novel another chance and picked it back up. Just where I left off is where the action began. The novel picks up and takes the reader on a roller coaster ride. Just when Bill thinks his situation is cut and dried, he's face to face with revolutionaries. The novel takes the reader through a bit of Texas history that's both interesting and rarely seen in a history book. I generally don't read a series, but this novel was interesting enough to make me want to read the whole set.",Action Packed,3,2016-05-14
498,2,A14Y0J9QWEUO87,B006F6P1MK,"I loved the first one, but I kept getting confused with this one.  Maybe it was just me, but I had trouble keeping track of who was who and what were their relationships.  And some of the plot trusts were just silly. I couldn't wait to get done with it.

Nevertheless, I'm going to try the next book.  Hope it's better!",I was really disappointed with this book.,2,2016-05-11
499,5,A1VAFONKDZ7VN5,B006F6P1MK,"Book 2 was just as great to read as book 1. This is a fast paced, easy to read book!  You will want to get these mysteries!",Capitol Offense review,2,2016-03-26
500,5,A2L3NXCNGEZ4S,B006GQSZVS,"Family Law is the first book I've read of Mackey Chandler, it's hard to give a new author a chance, you have doubt and all. But the book is free and I decided to give it a go. I didn't regret because a new world unfolded before me, it was a good story and portrayed well what happen when aliens mind and the self centrism of the humans can collide. It showed us also a possible future to what can happen on earth because of corruption and laissez faire of the citizen of the blue marble.

I recommend this book, this whole series I plan to buy the second installment and enjoy it.",A gem on amazon,2,2017-08-27
501,3,A3PR49U6OND7NN,B006GQSZVS,"The sentient beings in this book are called Derf and they are grand.  Their history, culture, and xenobiology are well mapped out.  All the actions they take superbly advance the story, but ....

Two things are irritating - the main human character, and the writing.

The main heroine, Lee, is emotionally inconsistent.  While she is a heroine to root for in the first parts of the book, she does not retain her emotional appeal in the latter part of the book.  She seems almost distant from the Derf parent who fought so hard for her.  Certainly not enough meaningful time is spent with the two.

But the most frustrating part is the writing.  I found myself editing paragraphs WHILE I was reading them!  Ouch!!!

If you aren't particularly picky about writing,  and can put up with character inconsistencies,  I think you will enjoy this book.",The Derf are grand - but......,2,2016-02-01
502,5,A2GY09WYGARMTI,B006GXOS9O,"I ordered this because I am always looking for books to make me laugh or warm my heart. So much daily stress in my life, I like to just get lost in a great book that isn't serious.

First off, this book was long. It went by quickly while reading it though. I feel like it really needed to be this length to really get to know why the characters are the way they are. I really enjoyed reading this. Already bought another one of Anna mara's other books.",Oh romeo romeo,2,2016-11-16
503,2,A3JIJVHAQEDL01,B006GXOS9O,"I don't understand the good reviews. The lead characters were very immature, and the only laugh out loud I had was when his love for her was described as PALATABLE instead of PALPABLE. And apparently all you need to fall in love is an attractive partner.",Lame,3,2016-11-05
504,5,A20TEFXHEDVKPY,B006GXOS9O,"Thank you for writing a funny, nerve racking tear jerker.  I loved every minute of reading it. Oh course it would end with my eyes tearing up so I could sniffle at ""The End.""",I didn't want it to end.,2,2016-10-30
505,5,A1CCGVN6YGV69A,B006GXOS9O,Great book!  Couldn't put it down!,Great book! Couldn't put it down,3,2016-06-28
506,5,A2HAHOC8PUF81B,B006GXOS9O,Lots of twists and turns...predictable as most romances are but a VERY good read<G>! Have fun<G>!,,3,2016-05-27
507,4,A1KAPKPUXVI0NC,B006GXOS9O,"This book had some funny moments, but was not the hysterically funny book that I expected. In fact, there were many sad moments. All told, I enjoyed the book. It's a long one (500+ pages.)

On the other hand, it was by far the worst book I've ever read grammatically. The proofreader should be shot!","Not LOL, but still a good read",2,2016-04-18
508,4,A3HEG0QCOK446R,B006GZ1VU6,"This book was a little unorganized I'll admit.  Its more of a base intro about the series.  There are sooo many characters.  She sorta had to explain the different types of species and lay the ground work so to speak.  She could have done it differently yes but it was not horrible.  Yes, there were some boring parts, but its not as tragic as some reviewers indicated.  Surprisingly I read book 2 and on from there and never read this one until today.  LOL...I know right?

Elizabeth is a bit to take.  She's the female version of a manwhore to be honest.  I didn't like her much in this book.  She seemed immature and unbending.  She used 7 men/shifters/vamps....yes 7 men for sex and it was casual.  Yes, they seemed ok with that but over the years obviously they wanted more from her.  They were all regular lovers so of course there would be some feelings.  I think what bothered me and no it wasn't her having sex with so many but the fact she was so unfeeling and arrogant to not understand the ramifications of her actions to their feelings.  Then....she THOUGHT after the collaring that it would continue...um really?  Then of course her mates found out how many and that initially she thought of continuing her activities.  Naturally they were upset.  In her defense she didn't know it was a mating when she told a couple of the men she slept with on the regular.  Of course now that she mated with them she doesnt want anyone but Axe and Ash.  So, it was a bit of a mess there for awhile and it was her doing and her actions do have consequences.  It just irked me that she was so oblivious to her decisions that it wouldnt hurt anyone.  Arrogant.  I have to admit by the end she changed and I do like her.  So, I did enjoy the book as a whole.",Ok first in series a bit jumbled,2,2016-02-22
509,1,AUF0OPKICU6D4,B006GZ1VU6,"I suppose my dislike of this book might just be a matter of taste. I dislike slut shaming and you would think that the fact that this MC was sleeping with 7 men and standing up for her right do so would be a good thing, but it wasn't. It rubbed me wrong for a couple reasons. First, they were the 7 most powerful men in the area, all fighting for her attention (the old she's so special for some unknown reason trope). Second, they bought her expensive gifts, like cars, and sent her the clothing they wanted her to wear on their 'dates.' By 25% I'd decided she read like a high class prostitute instead of a sexually liberated woman, like she was the cliche sexually available woman who therefore must be available to all powerful men. Third, she'd described as 18+3, so basically 18 (this is stressed that she's 18), making her a sexually promiscuous girl instead of woman. Fourth, the antagonist of the story is one of her jilted lovers and it's suggested that her sexual activity was to blame for the coven's problems (basically shaming her past activities). All this countered by five, after one good f_ck she settles down into marital bliss and it's ever so much better than playing the field. So the whole story is basically framed around how much better being in a committed relationship is than not. Maybe not slut shaming, but at the least admonishing. Then we have the oddity of it being stressed that bears DO NOT SHARE, therefore her sexual behavior would have to stop when she mated. Then she mated two bears who SHARE her. The MC's personality is only as deep as her bed sheets and the mates have none at all.",nope,3,2016-01-17
510,4,A9AOIK8GV1B76,B006HCTWVS,"I received this book free in exchange for an honest review.

I loved this mystery. Toni works for a Mary Kay type cosmetics company and I love how the author creates a composite of beauty queen with intelligent woman. Diamond is relatable and fun, you quickly being drawn into her life and the mystery that engulfs it.

The mystery was interesting and enjoyable. The only thing I didn't like was the way they connected the first murder with the second, it was pretty weak to me.

Otherwise, I thought it was a fun mystery and look forward to the next book in the series.",I loved this mystery,3,2017-02-22
511,2,A1507TC2BGYQ9W,B006HCTWVS,"I enjoyed most of this mystery, the outlandish characters, etc. I did not enjoy the unexpected R rated (at least) scene.  I'm glad this one was free.  I won't be reading more by this author.",Not so cozy...,3,2016-10-18
512,1,A3GJITLR9DX4UO,B006HCTWVS,The murder mystery was interesting but the sex scene ruined the book for me.  It was unnecessary.  Romance is fine.  Sex is cheap.,Interesting story but...,75,2016-02-03
513,5,A28MA9IHCKXFQ9,B006IY9HS8,This gal is right on with her opinions and you'll laugh at  some of her descriptions of events.,Five Stars,2,2016-03-29
514,1,A1Z4Y8Z4E4AHTN,B006JDEK0I,"I just wanted a light romance, and the reviews stated that though it is a youth orientated book, it still had some good parts in it. unfortunately, I found it to be one dimensional characters, and lacking plot.  the idea is that this young woman gets to choose between 5 young knights; which might have been fun, but she made the young men so predictable and lacking any character. One can easily see in the first introduction of them who she will choose. having to read about it for the next whatever pages is beyond me.  she might appeal to young women, but its boring as heck for those of us with age and life experience.  this book could have been much improved if she had made them men with qualities of both good and bad, mixed those up a bit, showed some depth to them! ah. youth.",for the kids.,6,2017-10-12
515,3,A3M14ZT3EDPIXO,B006JDEK0I,"I was very hesitant to read this book after reading a few of the reviews, but I am glad that I gave it a chance. Yes, the phrases and speaking doesn't exactly line up with the medieval era, so if you can get passed that give it a shot. It isn't near as bad as some of the harsher reviews express. It was mostly a pleasant read, and though I figured it would be predictable, there was a twist or two I didn't see coming.

It's a cute story, and I enjoyed the growing relationship between the hero and heroine. Though the heroine seemed a bit unrealistic in a few instances (injury and all she was able to accomplish with it), it still provides an entertaining read. I liked it overall, and may read it again in the distant future.",Amusing,2,2017-05-23
516,5,A18EEC1ENOT9YN,B006JDEK0I,"This is a wonderful look at medieval life and the way women and men chose to marry a spouse.
Alliances were created for land, protecting the land and people on that land.  For Kay to chose a strong husband to help her lead and protect her people, her father chose to not to reveal who she really was to the 5 knights who put themselves forth to seek her hand in marriage.  Using her own sister behind a black curtain and having herself portrayed as a lady in waiting, she hoped to find out the real personality's and the reasons each of the would be suitor's had come to seek her hand in marriage. This story unfolds with each knight revealing their true reasons.",Knowing Yourself - A Medieval Romance,3,2016-10-15
517,1,A19RXNPFGFKDQR,B006JDEK0I,"I have to agree with the other reviewers who gave this book only one or two stars.  I have never read this author before and I won't read any more of her books.  With all of her so-called research, you would think she could have produced a half way believable book.  Not so.  This book is a complete and utter waste of time.  It in no way resembles a credible medieval story.",Wasted time,2,2016-04-06
518,2,A1NOGJEOU35JVJ,B006JRO9WS,"Some aspects of the stories are good, but too much time is spent on sexually explicit scenes, which includes alternate forms of intercourse. One book has a character recommending that another character engage in homosexuality to preserve his marriage and status. I found the thinking gross and disgusting.  Also, lots of grammar errors.","Some aspects interesting, but too sexually explicit",5,2017-03-14
519,1,A26XV30OD8OURE,B006JRO9WS,Nothing surprising happened (except for odd sexual experiences peppered throughout.)  Weak plot and unbelievable characters. There were also historical errors...,A drag,5,2016-12-17
520,5,A1WFMDH843L20C,B006JRO9WS,"This novel borders on a romance novel. It is still fascinating and has a splendid ending.  I do not like to give away plot secrets but only like to address what I see from the blending that happens as the characters interact and the settings.  The Hands of Time moves quite well and the settings are well defined.  The characters are likeable and following them throughout is like knowing them in real life.  I believe the author has a skill with her craft that is well developed to be able to do this.

I don't this it is necessary to dwell overmuch on the historical timeline and any deviation that may arise from someone who reads this and picks at nits.  After all folks, it's fiction.",Escape to the past. How is it that so many enjoy reading time travel?,2,2016-03-26
521,5,A2SILFUNYNUE3E,B006JV0WZM,Read out of order but characters are so well developed that is doesn't matter. Lots of misdirection and a surprise at the end.,Good series,2,2018-01-19
522,5,A3EMUGGYB0DL2U,B006JV0WZM,A who done it that keeps you guessing all the way to the end.  My kind of mystery.  His sidekick Sharon was hilarious.,Transplanted Death,3,2017-06-20
523,5,A2ZSL6G2SQB46X,B006JV0WZM,This is a story that keeps you on your edge and makes you question things about the medical profession . People are human and that's what shown in this story the ending is totally unexpected . Great job by the author,Totally unexpected result,4,2017-06-15
524,4,A372S9A7MJO1K8,B006KD2TP0,"This KA book is such a heartbreaker in so many ways. The h, Sadie, looks like a fairy princess but her father is a really bad guy. Her mother left when Sadie was eleven and she has not been seen since. Because Sadie's father is a crime boss, her life has been stifled and she has developed a cold, ice princess persona. The H, Hector, was undercover in her father's organization and was primarily responsible for getting him thrown into prison. Now she is unprotected and some very bad things happen to her one night. That's the setup for this story, which is really pretty good.

Here's the part I dislike, and it is a trope I hate. Hence the one star off.  If I have read this correctly, the H has a thing for the h. She is drunk one night and starts kissing the H. He then says something about her slumming with him, and she interprets that as him seeing her as a society sl*t. So she freezes up. After that is when her dad goes to prison, but H still supposedly has a thing for her. And of course, we then find out that the H has been smexing LOTS of women in the meantime. So many that when at a bar together, she actually meets one of those women who gives her a friendly warning about him, calling him a dawg. And that the other woman was with him 6 weeks ago, which coincides with the very bad thing that happened to the h.

My question is, and always has been, this - if the H is waiting for the h to make her move (which he said he was) then WHY do these guys nail as many women as they can in the meantime? They've known each other about 2 years or so. So OK, before they have even kissed I can understand it. But the H says he has been waiting for her for a long time. So again, my question is why can't they actually WAIT? The excuse given is that they weren't together then, so the h shouldn't feel bad. Right.

Other than this issue, the story was really good. I hope you'll like it if you give it a chance.",One of my favorites - some spoilers,3,2016-07-25
525,2,A2VDS6RU9H3BMG,B006KWAKDE,"If you combined the dystopian setting of Hunger Games books with the backbiting and forced melodrama of Mean Girls and The Bachelor TV series youd have The Selection.  While I thoroughly enjoyed the Hunger Games books, I find The Bachelor insipid and boring.  Unfortunately, The Selection is much more Bachelor than it is Hunger Games and because of that I am not inspired or motivated to continue the series even though book one leaves the reader hanging.

Below are some observations I noted as I read:
- Selection process reminiscent of Hunger Games series, but with less emotional engagement or risk
- The Princes selection process is The Bachelor model for selecting fiancs complete with dates.
- The heroine whines about everything that is different in her life resulting from her choice to participate in the selection.  She made the choice to participate to benefit her family so suck it up, buttercup.
- The dialogue often reads like Mean Girls in a girls locker room a month before prom: gossip, speculation, backbiting, wishful thinking, will he/wont he ask me  out; wild jealousy when girls talk about their respective dates with the Prince.
- Silly names for the new countries: Swendway, Honduragua; feels like the author couldn't be troubled with more detailed world building.

Bottom line: this is a pale imitation of some of the other YA dystopian novels out there.  If you want your young people to read about strong characters in difficult circumstances, look elsewhere.",Mean Girls meet The Bachelor,14,2018-04-27
526,5,AEZ0P9T7E0C4Z,B006KWAKDE,"This book suggestion I actually got from my sister, which rarely happens because I read a lot more than she does. However, I am amazingly glad that she loaned me the book to read. First of all can we talk about that cover? Seriously, of the millions and millions of covers it seems like Ive seen, that is definitely near the top if not the top one.

Cass does a lovely job of incorporating so many different twists and turns and story lines into this one. At the beginning I wasn't quite so sure I would like it, seemed a bit too Bachelorette-esque for me. But I quickly fell in love with her voice and her characters. One things for sure, her main girl, America (ignore the name, I never said it was creative lol) is a kick-butt, I-dont-take-nonsense-from-anyone type, which I love. Girls aren't always simpering and weak and needing a guy to save her. True, she also doesnt often think before she acts, which does get her into some situations, but for the most part she works her way out.

While I did highly enjoy this one, I cant say for certain that I agree with the script that they were going to use for a television adaptation of it. Honestly, Im sincerely hoping that Cass signed away most of her rights and couldn't change anything about it, otherwise I lost a fair bit of respect for her. She weaves this wonderful tale full of creativity, and then lets a TV network pick it apart and make it far more inappropriate? Yikes.

There are two more books in the series, The Elite and The One. I highly suggest reading both, you won't be missing out.",I am amazingly glad that she loaned me the book to read,3,2017-07-30
527,4,AQMERZ99US1Y0,B006KWAKDE,"I was originally recommended this book by a friend 4 years ago. She described it as a combination of The Hunger Games and The Bachelor, and that's exactly how I see this book as well. It was a great and quick read. It has a caste system similar ish to the districts in The Hunger Games along with a rebellion. And like the Bachelor it has the selecting and dating aspects and cattiness of course but with a royal twist. Although I can't see the US ever becoming Illea it's an interesting dystopia. Worth the read if you like romantic YA novels.",Great YA Read,2,2017-05-27
